event_id,user_id,timestamp,ip_address,country,city,device_id,login_result,is_anomaly,anomaly_type,hour_of_day,day_of_week,time_since_last_login,new_device_flag,location_frequency,distance_from_last_login,travel_speed,ip_change_count,if_anomaly_flag,if_anomaly_score,km_distance,km_anomaly_flag,combined_anomaly_flag,rule_impossible_travel,rule_new_device_night,rule_ip_change,rule_rare_location,rule_alert
579,14,2024-01-30 12:39:00,252.91.165.59,Germany,Munich,Safari,success,0,normal,12,1,36000.0,0,35,0.0,0.0,5.0,0,-0.1044446210210527,2.46016399914728,0,0,0,0,1,0,1
580,14,2024-01-30 21:39:00,252.91.165.59,Germany,Munich,Firefox,success,0,normal,21,1,32400.0,0,36,0.0,0.0,4.0,0,-0.1122697181814424,2.47326672126511,0,0,0,0,1,0,1
581,14,2024-01-31 09:39:00,252.91.165.59,Germany,Munich,Safari,success,0,normal,9,2,43200.0,0,37,0.0,0.0,3.0,0,-0.1309878821381082,1.790071730112828,0,0,0,0,0,0,0
582,15,2024-01-22 12:00:00,115.81.91.74,USA,New York,Safari,success,0,normal,12,0,0.0,1,0,0.0,0.0,1.0,0,-0.0247709872167809,2.12877089591518,0,0,0,0,0,1,1
583,15,2024-01-22 23:00:00,115.81.91.74,France,Paris,Firefox,success,0,normal,23,0,39600.0,1,0,5837.24090382584,530.6582639841673,1.0,1,0.0722863861041498,4.031592702222881,1,1,0,1,0,1,1
584,15,2024-01-23 00:01:00,181.140.134.89,France,Paris,Firefox,success,1,rapid_ip_switching,0,1,3660.0,0,1,0.0,0.0,2.0,0,-0.129147070543344,2.179021344951759,0,0,0,0,0,0,0
585,15,2024-01-23 00:05:00,168.193.187.39,France,Paris,Firefox,success,1,rapid_ip_switching,0,1,240.0,0,2,0.0,0.0,3.0,0,-0.0987269729035609,2.1404796693333825,0,0,0,0,0,0,0
586,15,2024-01-23 00:10:00,65.192.114.207,France,Paris,Firefox,success,1,rapid_ip_switching,0,1,300.0,0,3,0.0,0.0,4.0,0,-0.0848119393202414,2.2569271869641883,0,0,0,0,1,0,1
587,15,2024-01-23 00:10:00,91.176.249.246,France,Paris,Firefox,success,1,rapid_ip_switching,0,1,0.0,0,4,0.0,0.0,4.0,0,-0.0872034650983004,2.2184725010234247,0,0,0,0,1,0,1
588,15,2024-01-23 02:10:00,115.81.91.74,France,Paris,Safari,success,1,new_device_night,2,1,7200.0,0,5,0.0,0.0,5.0,0,-0.0920459292783661,2.276039606916049,0,0,0,0,1,0,1
589,15,2024-01-23 06:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,6,1,14400.0,0,6,0.0,0.0,4.0,0,-0.1518472454905574,1.53417524545894,0,0,0,0,1,0,1
590,15,2024-01-23 18:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,18,1,43200.0,0,7,0.0,0.0,3.0,0,-0.147975260105594,1.7530092695338853,0,0,0,0,0,0,0
591,15,2024-01-24 05:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,5,2,39600.0,0,8,0.0,0.0,2.0,0,-0.1763944249879284,1.3381805011477657,0,0,0,0,0,0,0
592,15,2024-01-24 06:10:00,38.28.85.132,France,Paris,Firefox,success,0,normal,6,2,3600.0,0,9,0.0,0.0,2.0,0,-0.173272719365585,1.167370908423552,0,0,0,0,0,0,0
593,15,2024-01-24 09:10:00,187.145.43.110,France,Paris,Firefox,success,0,normal,9,2,10800.0,0,10,0.0,0.0,2.0,0,-0.1917965814183697,0.8420886714876605,0,0,0,0,0,0,0
594,15,2024-01-24 17:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,17,2,28800.0,0,11,0.0,0.0,3.0,0,-0.1848760505472626,1.3489711182291169,0,0,0,0,0,0,0
595,15,2024-01-24 20:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,20,2,10800.0,0,12,0.0,0.0,3.0,0,-0.1663075728716266,1.5211701777880395,0,0,0,0,0,0,0
596,15,2024-01-25 08:10:00,115.81.91.74,France,Paris,Edge,success,0,normal,8,3,43200.0,1,13,0.0,0.0,3.0,0,-0.0221299875726803,2.342907203380092,0,0,0,0,0,0,0
597,15,2024-01-25 10:10:00,115.81.91.74,Germany,Berlin,Firefox,success,1,rare_location,10,3,7200.0,0,0,877.4633259175432,438.7316629587716,2.0,0,-0.0765222494006959,1.814396532999349,0,0,0,0,0,1,1
598,15,2024-01-25 13:10:00,139.0.220.215,Japan,Tokyo,Firefox,success,0,normal,13,3,10800.0,0,0,8916.10575288752,2972.035250962507,2.0,0,-0.0046061800217782,1.7038316436782213,0,0,1,0,0,1,1
599,15,2024-01-25 19:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,19,3,21600.0,0,14,9712.071149483549,1618.6785249139248,2.0,0,-0.0207214321776741,1.410053964005363,0,0,1,0,0,0,1
600,15,2024-01-26 02:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,2,4,25200.0,0,15,0.0,0.0,2.0,0,-0.1814870800840025,1.7744837756572982,0,0,0,0,0,0,0
601,15,2024-01-26 09:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,9,4,25200.0,0,16,0.0,0.0,2.0,0,-0.2000800098056835,0.960566522512804,0,0,0,0,0,0,0
602,15,2024-01-26 18:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,18,4,32400.0,0,17,0.0,0.0,2.0,0,-0.1847322528261556,1.2746541040456436,0,0,0,0,0,0,0
603,15,2024-01-26 20:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,20,4,7200.0,0,18,0.0,0.0,1.0,0,-0.1628430749091519,1.5543248316930165,0,0,0,0,0,0,0
604,15,2024-01-26 22:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,22,4,7200.0,0,19,0.0,0.0,0.0,0,-0.1516302536871282,1.9319775133726973,0,0,0,0,0,0,0
605,15,2024-01-27 04:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,4,5,21600.0,0,20,0.0,0.0,0.0,0,-0.1701708390434378,1.554391256322329,0,0,0,0,0,0,0
606,15,2024-01-27 13:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,13,5,32400.0,0,21,0.0,0.0,0.0,0,-0.1739465538335812,1.1615109777288255,0,0,0,0,0,0,0
607,15,2024-01-27 19:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,19,5,21600.0,0,22,0.0,0.0,0.0,0,-0.1670708302663144,1.254042123936695,0,0,0,0,0,0,0
608,15,2024-01-27 23:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,23,5,14400.0,0,23,0.0,0.0,0.0,0,-0.1398312611910798,1.8180063062213143,0,0,0,0,0,0,0
609,15,2024-01-28 05:10:00,2.46.74.241,France,Paris,Edge,success,0,normal,5,6,21600.0,0,24,0.0,0.0,1.0,0,-0.1375524145090205,1.4408548050549996,0,0,0,0,0,0,0
610,15,2024-01-28 15:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,15,6,36000.0,0,25,0.0,0.0,2.0,0,-0.1606733291264436,1.5242794051545103,0,0,0,0,0,0,0
611,15,2024-01-28 22:10:00,210.89.253.224,France,Paris,Firefox,success,0,normal,22,6,25200.0,0,26,0.0,0.0,3.0,0,-0.1360963333774032,2.0833260307811536,0,0,0,0,0,0,0
612,15,2024-01-28 23:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,23,6,3600.0,0,27,0.0,0.0,4.0,0,-0.0894936983256212,2.99386979562008,1,1,0,0,1,0,1
614,15,2024-01-29 03:10:00,115.81.91.74,France,Paris,Chrome,success,1,new_device_night,3,0,14400.0,1,28,0.0,0.0,4.0,0,-0.0066865117913524,2.940675295122144,1,1,0,1,1,0,1
613,15,2024-01-29 09:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,9,0,21600.0,0,29,0.0,0.0,3.0,0,-0.1662153285523831,1.6238784775253745,0,0,0,0,0,0,0
615,15,2024-01-29 10:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,10,0,3600.0,0,30,0.0,0.0,2.0,0,-0.1360742184787188,1.575466130591608,0,0,0,0,0,0,0
616,15,2024-01-29 12:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,12,0,7200.0,0,31,0.0,0.0,1.0,0,-0.1344992675039045,1.9419632657537804,0,0,0,0,0,0,0
617,15,2024-01-29 18:10:00,148.2.133.89,France,Paris,Firefox,success,0,normal,18,0,21600.0,0,32,0.0,0.0,1.0,0,-0.1446476613324026,2.164908413410193,0,0,0,0,0,0,0
618,15,2024-01-30 01:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,1,1,25200.0,0,33,0.0,0.0,2.0,0,-0.1625079374278656,2.036034537207101,0,0,0,0,0,0,0
619,15,2024-01-30 10:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,10,1,32400.0,0,34,0.0,0.0,2.0,0,-0.180269650078842,1.363211863112502,0,0,0,0,0,0,0
620,15,2024-01-30 17:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,17,1,25200.0,0,35,0.0,0.0,2.0,0,-0.1747641769582113,1.8170774745446352,0,0,0,0,0,0,0
621,15,2024-01-31 01:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,1,2,28800.0,0,36,0.0,0.0,2.0,0,-0.1564720033168654,2.086349428208739,0,0,0,0,0,0,0
622,15,2024-01-31 05:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,5,2,14400.0,0,37,0.0,0.0,1.0,0,-0.14806099236161,2.2242797686852693,0,0,0,0,0,0,0
623,15,2024-01-31 06:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,6,2,3600.0,0,38,0.0,0.0,0.0,0,-0.1067936540385751,2.7056932154762108,0,0,0,0,0,0,0
624,15,2024-01-31 12:10:00,69.93.97.255,France,Paris,Firefox,success,0,normal,12,2,21600.0,0,39,0.0,0.0,1.0,0,-0.1576351314101774,2.1185535048050856,0,0,0,0,0,0,0
625,16,2024-01-24 04:00:00,224.135.105.117,France,Paris,Firefox,success,0,normal,4,2,0.0,1,0,0.0,0.0,1.0,0,-0.0550474134678588,1.6713940918382884,0,0,0,1,0,1,1
626,16,2024-01-24 06:00:00,224.135.105.117,France,Paris,Firefox,success,0,normal,6,2,7200.0,0,1,0.0,0.0,1.0,0,-0.161924851811588,1.9599521632607957,0,0,0,0,0,0,0
627,16,2024-01-24 07:00:00,148.140.251.93,France,Paris,Firefox,success,0,normal,7,2,3600.0,0,2,0.0,0.0,2.0,0,-0.1601373617029295,1.5607299918916893,0,0,0,0,0,0,0
628,16,2024-01-24 16:00:00,224.135.105.117,France,Paris,Edge,success,0,normal,16,2,32400.0,1,3,0.0,0.0,3.0,0,-0.0406402462458062,2.017971848147873,0,0,0,0,0,0,0
629,16,2024-01-25 01:04:00,221.89.234.61,France,Paris,Firefox,success,1,rapid_ip_switching,1,3,32640.0,0,4,0.0,0.0,4.0,0,-0.1283076858269182,2.4098005564016263,0,0,0,0,1,0,1
630,16,2024-01-25 01:09:00,118.161.4.6,France,Paris,Firefox,success,1,rapid_ip_switching,1,3,300.0,0,5,0.0,0.0,4.0,0,-0.1069048528615759,2.1249870241173747,0,0,0,0,1,0,1
631,16,2024-01-25 01:11:00,98.51.166.185,France,Paris,Firefox,success,1,rapid_ip_switching,1,3,120.0,0,6,0.0,0.0,5.0,0,-0.080468552832475,2.462729665002331,0,0,0,0,1,0,1
632,16,2024-01-25 01:11:00,157.132.95.134,France,Paris,Firefox,success,1,rapid_ip_switching,1,3,0.0,0,7,0.0,0.0,5.0,0,-0.0793073371348195,2.432665473723173,0,0,0,0,1,0,1
633,16,2024-01-25 05:11:00,224.135.105.117,France,Paris,Firefox,success,0,normal,5,3,14400.0,0,8,0.0,0.0,5.0,0,-0.123513286075129,2.0401395854011275,0,0,0,0,1,0,1
634,16,2024-01-25 12:11:00,224.135.105.117,France,Paris,Firefox,success,0,normal,12,3,25200.0,0,9,0.0,0.0,4.0,0,-0.1730859201137115,1.7421966783115863,0,0,0,0,1,0,1
635,16,2024-01-25 15:11:00,143.221.195.100,France,Paris,Firefox,success,0,normal,15,3,10800.0,0,10,0.0,0.0,4.0,0,-0.1663063012839163,1.4357485129980885,0,0,0,0,1,0,1
636,16,2024-01-25 18:11:00,224.135.105.117,France,Paris,Edge,success,0,normal,18,3,10800.0,0,11,0.0,0.0,4.0,0,-0.1620291726853169,1.662128628364676,0,0,0,0,1,0,1
637,16,2024-01-26 05:11:00,224.135.105.117,France,Paris,Firefox,success,0,normal,5,4,39600.0,0,12,0.0,0.0,3.0,0,-0.1512998586784468,1.6853608612218012,0,0,0,0,0,0,0
638,16,2024-01-26 15:32:00,224.135.105.117,Japan,Tokyo,Firefox,failure,1,impossible_travel,15,4,37260.0,0,0,9712.071149483549,938.364362268942,2.0,0,-0.0366758321616077,2.0984403915200973,0,0,1,0,0,1,1
639,16,2024-01-26 23:32:00,224.135.105.117,France,Lyon,Firefox,success,0,normal,23,4,28800.0,0,0,9890.63878090525,1236.3298476131563,2.0,1,0.0033906727931348,2.2445994195079155,0,1,1,0,0,1,1
640,16,2024-01-27 04:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,4,5,18000.0,0,13,391.4989316742569,78.29978633485138,1.0,0,-0.1237284626923888,1.400530948042005,0,0,0,0,0,0,0
641,16,2024-01-27 14:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,14,5,36000.0,0,14,0.0,0.0,0.0,0,-0.1657285507408541,1.3462098217085596,0,0,0,0,0,0,0
642,16,2024-01-28 01:32:00,224.135.105.117,France,Paris,Safari,success,0,normal,1,6,39600.0,1,15,0.0,0.0,0.0,0,-0.0076318607847931,2.948577736216595,1,1,0,1,0,0,1
643,16,2024-01-28 04:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,4,6,10800.0,0,16,0.0,0.0,0.0,0,-0.1349110045953648,1.8497460121293252,0,0,0,0,0,0,0
644,16,2024-01-28 11:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,11,6,25200.0,0,17,0.0,0.0,0.0,0,-0.1505418589201623,1.0741962465919992,0,0,0,0,0,0,0
645,16,2024-01-28 23:32:00,93.230.211.85,France,Paris,Firefox,success,0,normal,23,6,43200.0,0,18,0.0,0.0,1.0,0,-0.0892319307104835,2.2186903567586063,0,0,0,0,0,0,0
646,16,2024-01-29 02:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,2,0,10800.0,0,19,0.0,0.0,2.0,0,-0.1552470580853067,1.5798512234405098,0,0,0,0,0,0,0
647,16,2024-01-29 14:32:00,224.135.105.117,France,Paris,Edge,success,0,normal,14,0,43200.0,0,20,0.0,0.0,2.0,0,-0.1561238710666184,1.2180587784407717,0,0,0,0,0,0,0
648,16,2024-01-29 15:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,15,0,3600.0,0,21,0.0,0.0,2.0,0,-0.1429143853647601,1.3838716236501485,0,0,0,0,0,0,0
649,16,2024-01-29 17:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,17,0,7200.0,0,22,0.0,0.0,2.0,0,-0.1526207253905486,1.513761408379766,0,0,0,0,0,0,0
650,16,2024-01-30 04:32:00,84.243.239.139,France,Paris,Safari,success,0,normal,4,1,39600.0,0,23,0.0,0.0,2.0,0,-0.1738308805133473,1.196787970546262,0,0,0,0,0,0,0
651,16,2024-01-30 13:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,13,1,32400.0,0,24,0.0,0.0,2.0,0,-0.1975128530540947,0.6929666991267142,0,0,0,0,0,0,0
652,16,2024-01-31 00:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,0,2,39600.0,0,25,0.0,0.0,2.0,0,-0.1654144486800216,1.7023257428299974,0,0,0,0,0,0,0
653,16,2024-01-31 06:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,6,2,21600.0,0,26,0.0,0.0,2.0,0,-0.2005132198329519,1.343129763663771,0,0,0,0,0,0,0
654,16,2024-01-31 09:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,9,2,10800.0,0,27,0.0,0.0,2.0,0,-0.1963595935648099,0.9906764529111076,0,0,0,0,0,0,0
655,16,2024-01-31 17:32:00,224.135.105.117,USA,Chicago,Firefox,success,0,normal,17,2,28800.0,0,0,6650.627492389446,831.3284365486808,1.0,0,-0.0657689685265919,2.095132143972217,0,0,0,0,0,1,1
656,16,2024-02-01 02:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,2,3,32400.0,0,28,6650.627492389446,738.958610265494,0.0,0,-0.0289370167663612,3.091908784041895,1,1,0,0,0,0,0
657,16,2024-02-01 14:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,14,3,43200.0,0,29,0.0,0.0,0.0,0,-0.1474813152461066,1.9691963466683395,0,0,0,0,0,0,0
658,16,2024-02-02 00:32:00,106.96.35.93,France,Paris,Firefox,success,0,normal,0,4,36000.0,0,30,0.0,0.0,1.0,0,-0.1403398801420673,2.285752267598006,0,0,0,0,0,0,0
659,16,2024-02-02 03:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,3,4,10800.0,0,31,0.0,0.0,2.0,0,-0.1664805064188743,1.9871450394982968,0,0,0,0,0,0,0
660,16,2024-02-02 07:32:00,224.135.105.117,France,Paris,Chrome,success,0,normal,7,4,14400.0,1,32,0.0,0.0,2.0,0,-0.0443074711505323,2.1068675417083376,0,0,0,0,0,0,0
661,16,2024-02-02 10:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,10,4,10800.0,0,33,0.0,0.0,2.0,0,-0.1802330645742415,1.803462489556168,0,0,0,0,0,0,0
662,16,2024-02-02 16:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,16,4,21600.0,0,34,0.0,0.0,2.0,0,-0.1745875586065745,1.6707855584418354,0,0,0,0,0,0,0
663,16,2024-02-02 17:32:00,224.135.105.117,France,Paris,Edge,success,0,normal,17,4,3600.0,0,35,0.0,0.0,1.0,0,-0.1247054181407639,2.1731921103597247,0,0,0,0,0,0,0
664,16,2024-02-03 01:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,1,5,28800.0,0,36,0.0,0.0,0.0,0,-0.1278859999067821,2.5562268681966653,0,0,0,0,0,0,0
665,16,2024-02-03 13:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,13,5,43200.0,0,37,0.0,0.0,0.0,0,-0.1206918312369951,2.449648097296061,0,0,0,0,0,0,0
666,16,2024-02-03 21:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,21,5,28800.0,0,38,0.0,0.0,0.0,0,-0.1214549922253305,2.3288579534856955,0,0,0,0,0,0,0
667,16,2024-02-04 03:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,3,6,21600.0,0,39,0.0,0.0,0.0,0,-0.0988673464313508,2.57325465257788,0,0,0,0,0,0,0
668,17,2024-01-16 04:00:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,4,1,0.0,1,0,0.0,0.0,1.0,0,-0.0517172277878891,1.8964065942548636,0,0,0,1,0,1,1
669,17,2024-01-16 08:26:00,228.26.111.57,USA,New York,Safari,success,1,impossible_travel,8,1,15960.0,0,0,6385.003586143813,1440.2263728143937,1.0,0,-0.0491500515160986,1.8652324395305115,0,0,1,0,0,1,1
670,17,2024-01-16 12:26:00,228.26.111.57,Germany,Munich,Safari,success,0,normal,12,1,14400.0,0,0,6488.648900676511,1622.1622251691276,1.0,0,-0.0533235848631168,1.7140548191474072,0,0,1,0,0,1,1
671,17,2024-01-16 13:26:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,13,1,3600.0,0,1,504.4153314003779,504.4153314003779,1.0,0,-0.0688078234721615,2.0952829079321607,0,0,0,0,0,0,0
672,17,2024-01-16 19:26:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,19,1,21600.0,0,2,0.0,0.0,1.0,0,-0.1569201161934442,2.289937263040924,0,0,0,0,0,0,0
673,17,2024-01-16 23:26:00,228.26.111.57,USA,New York,Safari,success,1,rare_location,23,1,14400.0,0,1,6385.003586143813,1596.2508965359532,0.0,1,0.0030087540678314,2.535042818108937,0,1,1,0,0,0,1
674,17,2024-01-17 04:26:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,4,2,18000.0,0,3,6385.003586143813,1277.0007172287626,0.0,0,-0.033362680186245,2.127937892100916,0,0,1,0,0,0,1
675,17,2024-01-17 08:26:00,154.82.35.79,Germany,Berlin,Safari,success,0,normal,8,2,14400.0,0,4,0.0,0.0,1.0,0,-0.1761270988844079,1.7317103694162794,0,0,0,0,0,0,0
676,17,2024-01-17 16:26:00,228.26.111.57,Germany,Berlin,Edge,success,0,normal,16,2,28800.0,1,5,0.0,0.0,2.0,0,-0.0472275994174367,1.5798724115876133,0,0,0,0,0,0,0
677,17,2024-01-17 17:26:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,17,2,3600.0,0,6,0.0,0.0,2.0,0,-0.1708839729797928,1.5631406172627689,0,0,0,0,0,0,0
678,17,2024-01-18 02:26:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,2,3,32400.0,0,7,0.0,0.0,2.0,0,-0.1802965854806316,1.7707680559907302,0,0,0,0,0,0,0
679,17,2024-01-18 07:26:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,7,3,18000.0,0,8,0.0,0.0,2.0,0,-0.194095340486923,1.3630132055952164,0,0,0,0,0,0,0
680,17,2024-01-18 10:26:00,228.26.111.57,Germany,Berlin,Edge,success,0,normal,10,3,10800.0,0,9,0.0,0.0,1.0,0,-0.1744987939970749,1.4956312998671455,0,0,0,0,0,0,0
681,17,2024-01-18 19:26:00,228.26.111.57,France,Paris,Firefox,success,0,normal,19,3,32400.0,1,0,877.4633259175432,97.49592510194924,0.0,1,0.0108075121358154,2.38142175053988,0,1,0,0,0,1,1
682,17,2024-01-18 21:26:00,211.188.29.136,Germany,Berlin,Safari,success,0,normal,21,3,7200.0,0,10,877.4633259175432,438.7316629587716,1.0,0,-0.0798598174199913,2.039835979216874,0,0,0,0,0,0,0
683,17,2024-01-19 07:11:00,228.26.111.57,USA,New York,Safari,success,1,impossible_travel,7,4,35100.0,0,2,6385.003586143813,654.8721626814167,2.0,0,-0.0735193476503414,2.386092251770969,0,0,0,0,0,0,0
684,17,2024-01-19 16:11:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,16,4,32400.0,0,11,6385.003586143813,709.4448429048681,2.0,0,-0.0745708243371424,2.1786140458327066,0,0,0,0,0,0,0
685,17,2024-01-19 20:11:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,20,4,14400.0,0,12,0.0,0.0,2.0,0,-0.1788348678360438,1.4326611305657966,0,0,0,0,0,0,0
686,17,2024-01-20 07:11:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,7,5,39600.0,0,13,0.0,0.0,2.0,0,-0.1671954846345241,1.7131595385300369,0,0,0,0,0,0,0
687,17,2024-01-20 10:11:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,10,5,10800.0,0,14,0.0,0.0,1.0,0,-0.1688220916673777,0.9909092457887004,0,0,0,0,0,0,0
688,17,2024-01-20 16:11:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,16,5,21600.0,0,15,0.0,0.0,0.0,0,-0.1717283303775453,0.9338995554479362,0,0,0,0,0,0,0
689,17,2024-01-21 03:11:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,3,6,39600.0,0,16,0.0,0.0,0.0,0,-0.1112443883342123,2.194062652022452,0,0,0,0,0,0,0
690,17,2024-01-21 12:11:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,12,6,32400.0,0,17,0.0,0.0,0.0,0,-0.1433262410452712,1.2740823944731483,0,0,0,0,0,0,0
691,17,2024-01-22 00:16:00,5.69.154.3,Germany,Berlin,Safari,success,1,rapid_ip_switching,0,0,43500.0,0,18,0.0,0.0,1.0,0,-0.1176425673192735,2.101524465935255,0,0,0,0,0,0,0
692,17,2024-01-22 00:19:00,253.113.109.161,Germany,Berlin,Safari,success,1,rapid_ip_switching,0,0,180.0,0,19,0.0,0.0,2.0,0,-0.0969672206765752,1.9411931310588135,0,0,0,0,0,0,0
693,17,2024-01-22 00:20:00,198.141.79.48,Germany,Berlin,Safari,success,1,rapid_ip_switching,0,0,60.0,0,20,0.0,0.0,3.0,0,-0.0947717050036917,1.8923738507539736,0,0,0,0,0,0,0
694,17,2024-01-22 00:20:00,10.235.182.79,Germany,Berlin,Safari,success,1,rapid_ip_switching,0,0,0.0,0,21,0.0,0.0,4.0,0,-0.0831070289161673,2.090493457233694,0,0,0,0,1,0,1
695,17,2024-01-22 03:20:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,3,0,10800.0,0,22,0.0,0.0,5.0,0,-0.0955201373860122,2.1274663180917037,0,0,0,0,1,0,1
696,17,2024-01-22 13:20:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,13,0,36000.0,0,23,0.0,0.0,4.0,0,-0.1467135245702165,1.6650562503809123,0,0,0,0,1,0,1
697,17,2024-01-22 16:20:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,16,0,10800.0,0,24,0.0,0.0,3.0,0,-0.15025683441024,1.3865912260233824,0,0,0,0,0,0,0
698,17,2024-01-23 03:20:00,86.178.222.213,Germany,Berlin,Chrome,success,0,normal,3,1,39600.0,1,25,0.0,0.0,3.0,0,-0.0328043945413023,2.850782935101339,0,0,0,1,0,0,1
699,17,2024-01-23 05:20:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,5,1,7200.0,0,26,0.0,0.0,3.0,0,-0.1682926350277864,1.1499021205367352,0,0,0,0,0,0,0
700,17,2024-01-23 16:20:00,228.26.111.57,Japan,Tokyo,Safari,success,0,normal,16,1,39600.0,0,0,8916.10575288752,810.5550684443201,2.0,0,-0.0265402160252374,2.4374464110430303,0,0,0,0,0,1,1
701,17,2024-01-23 19:20:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,19,1,10800.0,0,27,8916.10575288752,2972.035250962507,2.0,1,0.0210164758430434,2.6467307125556183,0,1,1,0,0,0,1
702,17,2024-01-24 04:20:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,4,2,32400.0,0,28,0.0,0.0,2.0,0,-0.1950862093036722,1.2746516577106852,0,0,0,0,0,0,0
703,17,2024-01-24 12:20:00,228.26.111.57,Germany,Munich,Safari,success,0,normal,12,2,28800.0,0,1,504.4153314003779,63.05191642504724,1.0,0,-0.1325257262054726,1.810216757501328,0,0,0,0,0,0,0
704,17,2024-01-25 00:20:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,0,3,43200.0,0,29,504.4153314003779,42.03461095003149,0.0,0,-0.0702616854949609,2.4892401366363672,0,0,0,0,0,0,0
705,17,2024-01-25 04:20:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,4,3,14400.0,0,30,0.0,0.0,0.0,0,-0.1638996192123059,2.1750803041531768,0,0,0,0,0,0,0
706,17,2024-01-25 11:20:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,11,3,25200.0,0,31,0.0,0.0,0.0,0,-0.1815305470262082,1.744310657046397,0,0,0,0,0,0,0
707,17,2024-01-25 17:20:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,17,3,21600.0,0,32,0.0,0.0,0.0,0,-0.1709038737427518,1.855938100148807,0,0,0,0,0,0,0
708,17,2024-01-25 23:20:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,23,3,21600.0,0,33,0.0,0.0,0.0,0,-0.1394510686329756,2.3278558932616416,0,0,0,0,0,0,0
709,17,2024-01-26 03:20:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,3,4,14400.0,0,34,0.0,0.0,0.0,0,-0.1477410245241582,2.306601724657676,0,0,0,0,0,0,0
