event_id,user_id,timestamp,ip_address,country,city,device_id,login_result,is_anomaly,anomaly_type,hour_of_day,day_of_week,time_since_last_login,new_device_flag,location_frequency,distance_from_last_login,travel_speed,ip_change_count
507,13,2024-01-10 08:00:00,126.45.66.222,UK,Manchester,Firefox,success,0,normal,8,2,3600.0,0,0,605.5351693106763,605.5351693106763,2.0
508,13,2024-01-10 13:00:00,126.45.66.222,France,Paris,Firefox,success,0,normal,13,2,18000.0,0,8,605.5351693106763,121.10703386213527,2.0
509,13,2024-01-11 00:00:00,126.45.66.222,France,Paris,Firefox,success,0,normal,0,3,39600.0,0,9,0.0,0.0,2.0
510,13,2024-01-11 02:00:00,126.45.66.222,France,Paris,Firefox,success,0,normal,2,3,7200.0,0,10,0.0,0.0,1.0
511,13,2024-01-11 12:00:00,126.45.66.222,France,Paris,Firefox,success,0,normal,12,3,36000.0,0,11,0.0,0.0,0.0
512,13,2024-01-11 17:00:00,126.45.66.222,France,Paris,Firefox,success,0,normal,17,3,18000.0,0,12,0.0,0.0,0.0
513,13,2024-01-11 21:19:00,126.45.66.222,Japan,Osaka,Firefox,success,1,impossible_travel,21,3,15540.0,0,0,9633.590426284678,2231.7197898728987,0.0
514,13,2024-01-12 06:19:00,126.45.66.222,France,Paris,Firefox,success,0,normal,6,4,32400.0,0,13,9633.590426284678,1070.3989362538532,0.0
515,13,2024-01-12 11:19:00,126.45.66.222,France,Paris,Firefox,success,0,normal,11,4,18000.0,0,14,0.0,0.0,0.0
516,13,2024-01-12 22:19:00,126.45.66.222,France,Paris,Firefox,success,0,normal,22,4,39600.0,0,15,0.0,0.0,0.0
517,13,2024-01-13 01:19:00,126.45.66.222,France,Paris,Firefox,success,0,normal,1,5,10800.0,0,16,0.0,0.0,0.0
518,13,2024-01-13 13:19:00,70.197.244.215,France,Paris,Firefox,success,0,normal,13,5,43200.0,0,17,0.0,0.0,1.0
519,13,2024-01-14 00:19:00,217.81.53.213,France,Paris,Firefox,success,0,normal,0,6,39600.0,0,18,0.0,0.0,2.0
521,13,2024-01-14 04:19:00,126.45.66.222,France,Paris,Safari,success,1,new_device_night,4,6,14400.0,1,19,0.0,0.0,3.0
522,13,2024-01-14 06:19:00,126.45.66.222,France,Paris,Firefox,success,0,normal,6,6,7200.0,0,20,0.0,0.0,3.0
520,13,2024-01-14 10:19:00,126.45.66.222,France,Paris,Firefox,success,0,normal,10,6,14400.0,0,21,0.0,0.0,3.0
523,13,2024-01-14 17:19:00,224.173.48.221,France,Paris,Firefox,success,0,normal,17,6,25200.0,0,22,0.0,0.0,3.0
524,13,2024-01-15 04:19:00,126.45.66.222,France,Paris,Firefox,success,0,normal,4,0,39600.0,0,23,0.0,0.0,3.0
525,13,2024-01-15 13:19:00,20.251.164.123,France,Lyon,Firefox,success,0,normal,13,0,32400.0,0,0,391.4989316742569,43.49988129713965,3.0
526,13,2024-01-15 19:19:00,21.235.227.229,France,Paris,Firefox,success,0,normal,19,0,21600.0,0,24,391.4989316742569,65.24982194570948,4.0
527,13,2024-01-15 21:19:00,126.45.66.222,France,Paris,Firefox,success,0,normal,21,0,7200.0,0,25,0.0,0.0,5.0
528,13,2024-01-15 23:19:00,164.155.105.233,France,Paris,Firefox,success,0,normal,23,0,7200.0,0,26,0.0,0.0,5.0
529,13,2024-01-16 05:19:00,126.45.66.222,France,Paris,Firefox,success,0,normal,5,1,21600.0,0,27,0.0,0.0,5.0
530,13,2024-01-16 15:19:00,126.45.66.222,France,Paris,Firefox,success,0,normal,15,1,36000.0,0,28,0.0,0.0,4.0
531,13,2024-01-16 19:22:00,141.191.54.23,France,Paris,Firefox,success,1,rapid_ip_switching,19,1,14580.0,0,29,0.0,0.0,4.0
532,13,2024-01-16 19:24:00,127.71.209.54,France,Paris,Firefox,success,1,rapid_ip_switching,19,1,120.0,0,30,0.0,0.0,4.0
533,13,2024-01-16 19:27:00,157.100.96.61,France,Paris,Firefox,success,1,rapid_ip_switching,19,1,180.0,0,31,0.0,0.0,4.0
534,13,2024-01-16 19:27:00,239.201.110.234,France,Paris,Firefox,success,1,rapid_ip_switching,19,1,0.0,0,32,0.0,0.0,4.0
535,13,2024-01-16 23:27:00,151.63.230.234,France,Paris,Firefox,success,0,normal,23,1,14400.0,0,33,0.0,0.0,5.0
536,13,2024-01-17 10:27:00,126.45.66.222,France,Paris,Chrome,success,0,normal,10,2,39600.0,0,34,0.0,0.0,5.0
537,13,2024-01-17 17:27:00,126.45.66.222,France,Paris,Firefox,success,0,normal,17,2,25200.0,0,35,0.0,0.0,4.0
538,13,2024-01-18 03:27:00,126.45.66.222,France,Paris,Firefox,success,0,normal,3,3,36000.0,0,36,0.0,0.0,3.0
539,13,2024-01-18 09:27:00,126.45.66.222,France,Paris,Firefox,success,0,normal,9,3,21600.0,0,37,0.0,0.0,2.0
540,13,2024-01-18 14:27:00,126.45.66.222,France,Paris,Firefox,success,0,normal,14,3,18000.0,0,38,0.0,0.0,1.0
541,13,2024-01-19 00:27:00,183.111.102.107,France,Paris,Firefox,success,0,normal,0,4,36000.0,0,39,0.0,0.0,1.0
542,14,2024-01-20 06:00:00,252.91.165.59,Germany,Munich,Firefox,success,0,normal,6,5,0.0,1,0,0.0,0.0,1.0
543,14,2024-01-20 15:00:00,252.91.165.59,Germany,Munich,Firefox,success,0,normal,15,5,32400.0,0,1,0.0,0.0,1.0
544,14,2024-01-20 18:00:00,252.91.165.59,Germany,Munich,Firefox,success,0,normal,18,5,10800.0,0,2,0.0,0.0,1.0
545,14,2024-01-20 23:00:00,252.91.165.59,Germany,Munich,Firefox,success,0,normal,23,5,18000.0,0,3,0.0,0.0,1.0
546,14,2024-01-21 07:00:00,252.91.165.59,Germany,Munich,Firefox,success,0,normal,7,6,28800.0,0,4,0.0,0.0,1.0
547,14,2024-01-21 16:00:00,252.91.165.59,Germany,Munich,Firefox,success,0,normal,16,6,32400.0,0,5,0.0,0.0,0.0
548,14,2024-01-21 17:00:00,252.91.165.59,Germany,Munich,Firefox,success,0,normal,17,6,3600.0,0,6,0.0,0.0,0.0
549,14,2024-01-22 02:00:00,114.115.188.100,Germany,Munich,Firefox,success,0,normal,2,0,32400.0,0,7,0.0,0.0,1.0
550,14,2024-01-22 14:00:00,252.91.165.59,Germany,Munich,Firefox,success,0,normal,14,0,43200.0,0,8,0.0,0.0,2.0
551,14,2024-01-22 17:00:00,252.91.165.59,Germany,Munich,Firefox,success,0,normal,17,0,10800.0,0,9,0.0,0.0,2.0
552,14,2024-01-22 22:00:00,252.91.165.59,France,Paris,Firefox,success,1,rare_location,22,0,18000.0,0,0,684.3912139318239,136.87824278636478,2.0
553,14,2024-01-23 01:00:00,78.251.183.37,Germany,Munich,Firefox,success,0,normal,1,1,10800.0,0,10,684.3912139318239,228.13040464394132,3.0
554,14,2024-01-23 13:00:00,252.91.165.59,Germany,Munich,Firefox,success,0,normal,13,1,43200.0,0,11,0.0,0.0,3.0
555,14,2024-01-23 22:00:00,252.91.165.59,Germany,Munich,Firefox,success,0,normal,22,1,32400.0,0,12,0.0,0.0,2.0
556,14,2024-01-24 03:00:00,252.4.58.177,Germany,Munich,Firefox,success,0,normal,3,2,18000.0,0,13,0.0,0.0,3.0
557,14,2024-01-24 11:00:00,252.91.165.59,Germany,Munich,Firefox,success,0,normal,11,2,28800.0,0,14,0.0,0.0,4.0
558,14,2024-01-24 17:00:00,252.91.165.59,Germany,Munich,Firefox,success,0,normal,17,2,21600.0,0,15,0.0,0.0,3.0
559,14,2024-01-24 18:00:00,252.91.165.59,Germany,Munich,Firefox,success,0,normal,18,2,3600.0,0,16,0.0,0.0,2.0
560,14,2024-01-24 19:00:00,252.91.165.59,Germany,Munich,Chrome,success,0,normal,19,2,3600.0,1,17,0.0,0.0,2.0
561,14,2024-01-25 04:00:00,252.91.165.59,Germany,Munich,Firefox,success,0,normal,4,3,32400.0,0,18,0.0,0.0,1.0
562,14,2024-01-25 15:00:00,199.222.36.78,Germany,Munich,Firefox,success,0,normal,15,3,39600.0,0,19,0.0,0.0,1.0
563,14,2024-01-25 16:00:00,252.91.165.59,Germany,Munich,Safari,success,0,normal,16,3,3600.0,1,20,0.0,0.0,2.0
564,14,2024-01-26 02:00:00,252.91.165.59,Germany,Munich,Firefox,success,0,normal,2,4,36000.0,0,21,0.0,0.0,2.0
565,14,2024-01-26 08:39:00,252.91.165.59,Japan,Tokyo,Firefox,success,1,impossible_travel,8,4,23940.0,0,0,9369.787007810351,1408.9905274902783,2.0
566,14,2024-01-26 20:39:00,252.91.165.59,Germany,Munich,Firefox,success,0,normal,20,4,43200.0,0,22,9369.787007810351,780.815583984196,2.0
567,14,2024-01-27 06:39:00,252.91.165.59,Germany,Munich,Firefox,success,0,normal,6,5,36000.0,0,23,0.0,0.0,1.0
568,14,2024-01-27 14:39:00,76.73.152.191,Germany,Munich,Firefox,success,0,normal,14,5,28800.0,0,24,0.0,0.0,1.0
569,14,2024-01-27 15:39:00,252.91.165.59,Germany,Munich,Edge,success,0,normal,15,5,3600.0,1,25,0.0,0.0,2.0
570,14,2024-01-27 17:39:00,252.91.165.59,Germany,Munich,Firefox,success,0,normal,17,5,7200.0,0,26,0.0,0.0,2.0
571,14,2024-01-28 04:39:00,252.91.165.59,Germany,Munich,Firefox,success,0,normal,4,6,39600.0,0,27,0.0,0.0,2.0
572,14,2024-01-28 06:39:00,255.236.37.148,Germany,Munich,Firefox,success,0,normal,6,6,7200.0,0,28,0.0,0.0,3.0
573,14,2024-01-28 17:39:00,252.91.165.59,Germany,Munich,Firefox,success,0,normal,17,6,39600.0,0,29,0.0,0.0,3.0
574,14,2024-01-28 21:39:00,252.91.165.59,Germany,Munich,Firefox,success,0,normal,21,6,14400.0,0,30,0.0,0.0,2.0
575,14,2024-01-29 07:39:00,246.219.86.2,Germany,Munich,Firefox,success,0,normal,7,0,36000.0,0,31,0.0,0.0,3.0
576,14,2024-01-29 13:39:00,35.169.245.236,Germany,Munich,Firefox,success,0,normal,13,0,21600.0,0,32,0.0,0.0,4.0
577,14,2024-01-29 21:39:00,252.91.165.59,Germany,Munich,Firefox,success,0,normal,21,0,28800.0,0,33,0.0,0.0,4.0
578,14,2024-01-30 02:39:00,20.38.9.15,Germany,Munich,Firefox,success,0,normal,2,1,18000.0,0,34,0.0,0.0,4.0
579,14,2024-01-30 12:39:00,252.91.165.59,Germany,Munich,Safari,success,0,normal,12,1,36000.0,0,35,0.0,0.0,5.0
580,14,2024-01-30 21:39:00,252.91.165.59,Germany,Munich,Firefox,success,0,normal,21,1,32400.0,0,36,0.0,0.0,4.0
581,14,2024-01-31 09:39:00,252.91.165.59,Germany,Munich,Safari,success,0,normal,9,2,43200.0,0,37,0.0,0.0,3.0
582,15,2024-01-22 12:00:00,115.81.91.74,USA,New York,Safari,success,0,normal,12,0,0.0,1,0,0.0,0.0,1.0
583,15,2024-01-22 23:00:00,115.81.91.74,France,Paris,Firefox,success,0,normal,23,0,39600.0,1,0,5837.24090382584,530.6582639841673,1.0
584,15,2024-01-23 00:01:00,181.140.134.89,France,Paris,Firefox,success,1,rapid_ip_switching,0,1,3660.0,0,1,0.0,0.0,2.0
585,15,2024-01-23 00:05:00,168.193.187.39,France,Paris,Firefox,success,1,rapid_ip_switching,0,1,240.0,0,2,0.0,0.0,3.0
586,15,2024-01-23 00:10:00,65.192.114.207,France,Paris,Firefox,success,1,rapid_ip_switching,0,1,300.0,0,3,0.0,0.0,4.0
587,15,2024-01-23 00:10:00,91.176.249.246,France,Paris,Firefox,success,1,rapid_ip_switching,0,1,0.0,0,4,0.0,0.0,4.0
588,15,2024-01-23 02:10:00,115.81.91.74,France,Paris,Safari,success,1,new_device_night,2,1,7200.0,0,5,0.0,0.0,5.0
589,15,2024-01-23 06:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,6,1,14400.0,0,6,0.0,0.0,4.0
590,15,2024-01-23 18:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,18,1,43200.0,0,7,0.0,0.0,3.0
591,15,2024-01-24 05:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,5,2,39600.0,0,8,0.0,0.0,2.0
592,15,2024-01-24 06:10:00,38.28.85.132,France,Paris,Firefox,success,0,normal,6,2,3600.0,0,9,0.0,0.0,2.0
593,15,2024-01-24 09:10:00,187.145.43.110,France,Paris,Firefox,success,0,normal,9,2,10800.0,0,10,0.0,0.0,2.0
594,15,2024-01-24 17:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,17,2,28800.0,0,11,0.0,0.0,3.0
595,15,2024-01-24 20:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,20,2,10800.0,0,12,0.0,0.0,3.0
596,15,2024-01-25 08:10:00,115.81.91.74,France,Paris,Edge,success,0,normal,8,3,43200.0,1,13,0.0,0.0,3.0
597,15,2024-01-25 10:10:00,115.81.91.74,Germany,Berlin,Firefox,success,1,rare_location,10,3,7200.0,0,0,877.4633259175432,438.7316629587716,2.0
598,15,2024-01-25 13:10:00,139.0.220.215,Japan,Tokyo,Firefox,success,0,normal,13,3,10800.0,0,0,8916.10575288752,2972.035250962507,2.0
599,15,2024-01-25 19:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,19,3,21600.0,0,14,9712.071149483549,1618.6785249139248,2.0
600,15,2024-01-26 02:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,2,4,25200.0,0,15,0.0,0.0,2.0
601,15,2024-01-26 09:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,9,4,25200.0,0,16,0.0,0.0,2.0
602,15,2024-01-26 18:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,18,4,32400.0,0,17,0.0,0.0,2.0
603,15,2024-01-26 20:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,20,4,7200.0,0,18,0.0,0.0,1.0
604,15,2024-01-26 22:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,22,4,7200.0,0,19,0.0,0.0,0.0
605,15,2024-01-27 04:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,4,5,21600.0,0,20,0.0,0.0,0.0
606,15,2024-01-27 13:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,13,5,32400.0,0,21,0.0,0.0,0.0
607,15,2024-01-27 19:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,19,5,21600.0,0,22,0.0,0.0,0.0
608,15,2024-01-27 23:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,23,5,14400.0,0,23,0.0,0.0,0.0
609,15,2024-01-28 05:10:00,2.46.74.241,France,Paris,Edge,success,0,normal,5,6,21600.0,0,24,0.0,0.0,1.0
610,15,2024-01-28 15:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,15,6,36000.0,0,25,0.0,0.0,2.0
611,15,2024-01-28 22:10:00,210.89.253.224,France,Paris,Firefox,success,0,normal,22,6,25200.0,0,26,0.0,0.0,3.0
612,15,2024-01-28 23:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,23,6,3600.0,0,27,0.0,0.0,4.0
614,15,2024-01-29 03:10:00,115.81.91.74,France,Paris,Chrome,success,1,new_device_night,3,0,14400.0,1,28,0.0,0.0,4.0
613,15,2024-01-29 09:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,9,0,21600.0,0,29,0.0,0.0,3.0
615,15,2024-01-29 10:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,10,0,3600.0,0,30,0.0,0.0,2.0
616,15,2024-01-29 12:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,12,0,7200.0,0,31,0.0,0.0,1.0
617,15,2024-01-29 18:10:00,148.2.133.89,France,Paris,Firefox,success,0,normal,18,0,21600.0,0,32,0.0,0.0,1.0
618,15,2024-01-30 01:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,1,1,25200.0,0,33,0.0,0.0,2.0
619,15,2024-01-30 10:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,10,1,32400.0,0,34,0.0,0.0,2.0
620,15,2024-01-30 17:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,17,1,25200.0,0,35,0.0,0.0,2.0
621,15,2024-01-31 01:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,1,2,28800.0,0,36,0.0,0.0,2.0
622,15,2024-01-31 05:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,5,2,14400.0,0,37,0.0,0.0,1.0
623,15,2024-01-31 06:10:00,115.81.91.74,France,Paris,Firefox,success,0,normal,6,2,3600.0,0,38,0.0,0.0,0.0
624,15,2024-01-31 12:10:00,69.93.97.255,France,Paris,Firefox,success,0,normal,12,2,21600.0,0,39,0.0,0.0,1.0
625,16,2024-01-24 04:00:00,224.135.105.117,France,Paris,Firefox,success,0,normal,4,2,0.0,1,0,0.0,0.0,1.0
626,16,2024-01-24 06:00:00,224.135.105.117,France,Paris,Firefox,success,0,normal,6,2,7200.0,0,1,0.0,0.0,1.0
627,16,2024-01-24 07:00:00,148.140.251.93,France,Paris,Firefox,success,0,normal,7,2,3600.0,0,2,0.0,0.0,2.0
628,16,2024-01-24 16:00:00,224.135.105.117,France,Paris,Edge,success,0,normal,16,2,32400.0,1,3,0.0,0.0,3.0
629,16,2024-01-25 01:04:00,221.89.234.61,France,Paris,Firefox,success,1,rapid_ip_switching,1,3,32640.0,0,4,0.0,0.0,4.0
630,16,2024-01-25 01:09:00,118.161.4.6,France,Paris,Firefox,success,1,rapid_ip_switching,1,3,300.0,0,5,0.0,0.0,4.0
631,16,2024-01-25 01:11:00,98.51.166.185,France,Paris,Firefox,success,1,rapid_ip_switching,1,3,120.0,0,6,0.0,0.0,5.0
632,16,2024-01-25 01:11:00,157.132.95.134,France,Paris,Firefox,success,1,rapid_ip_switching,1,3,0.0,0,7,0.0,0.0,5.0
633,16,2024-01-25 05:11:00,224.135.105.117,France,Paris,Firefox,success,0,normal,5,3,14400.0,0,8,0.0,0.0,5.0
634,16,2024-01-25 12:11:00,224.135.105.117,France,Paris,Firefox,success,0,normal,12,3,25200.0,0,9,0.0,0.0,4.0
635,16,2024-01-25 15:11:00,143.221.195.100,France,Paris,Firefox,success,0,normal,15,3,10800.0,0,10,0.0,0.0,4.0
636,16,2024-01-25 18:11:00,224.135.105.117,France,Paris,Edge,success,0,normal,18,3,10800.0,0,11,0.0,0.0,4.0
637,16,2024-01-26 05:11:00,224.135.105.117,France,Paris,Firefox,success,0,normal,5,4,39600.0,0,12,0.0,0.0,3.0
638,16,2024-01-26 15:32:00,224.135.105.117,Japan,Tokyo,Firefox,failure,1,impossible_travel,15,4,37260.0,0,0,9712.071149483549,938.3643622689419,2.0
639,16,2024-01-26 23:32:00,224.135.105.117,France,Lyon,Firefox,success,0,normal,23,4,28800.0,0,0,9890.63878090525,1236.3298476131563,2.0
640,16,2024-01-27 04:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,4,5,18000.0,0,13,391.4989316742569,78.29978633485138,1.0
641,16,2024-01-27 14:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,14,5,36000.0,0,14,0.0,0.0,0.0
642,16,2024-01-28 01:32:00,224.135.105.117,France,Paris,Safari,success,0,normal,1,6,39600.0,1,15,0.0,0.0,0.0
643,16,2024-01-28 04:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,4,6,10800.0,0,16,0.0,0.0,0.0
644,16,2024-01-28 11:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,11,6,25200.0,0,17,0.0,0.0,0.0
645,16,2024-01-28 23:32:00,93.230.211.85,France,Paris,Firefox,success,0,normal,23,6,43200.0,0,18,0.0,0.0,1.0
646,16,2024-01-29 02:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,2,0,10800.0,0,19,0.0,0.0,2.0
647,16,2024-01-29 14:32:00,224.135.105.117,France,Paris,Edge,success,0,normal,14,0,43200.0,0,20,0.0,0.0,2.0
648,16,2024-01-29 15:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,15,0,3600.0,0,21,0.0,0.0,2.0
649,16,2024-01-29 17:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,17,0,7200.0,0,22,0.0,0.0,2.0
650,16,2024-01-30 04:32:00,84.243.239.139,France,Paris,Safari,success,0,normal,4,1,39600.0,0,23,0.0,0.0,2.0
651,16,2024-01-30 13:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,13,1,32400.0,0,24,0.0,0.0,2.0
652,16,2024-01-31 00:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,0,2,39600.0,0,25,0.0,0.0,2.0
653,16,2024-01-31 06:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,6,2,21600.0,0,26,0.0,0.0,2.0
654,16,2024-01-31 09:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,9,2,10800.0,0,27,0.0,0.0,2.0
655,16,2024-01-31 17:32:00,224.135.105.117,USA,Chicago,Firefox,success,0,normal,17,2,28800.0,0,0,6650.627492389446,831.3284365486808,1.0
656,16,2024-02-01 02:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,2,3,32400.0,0,28,6650.627492389446,738.958610265494,0.0
657,16,2024-02-01 14:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,14,3,43200.0,0,29,0.0,0.0,0.0
658,16,2024-02-02 00:32:00,106.96.35.93,France,Paris,Firefox,success,0,normal,0,4,36000.0,0,30,0.0,0.0,1.0
659,16,2024-02-02 03:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,3,4,10800.0,0,31,0.0,0.0,2.0
660,16,2024-02-02 07:32:00,224.135.105.117,France,Paris,Chrome,success,0,normal,7,4,14400.0,1,32,0.0,0.0,2.0
661,16,2024-02-02 10:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,10,4,10800.0,0,33,0.0,0.0,2.0
662,16,2024-02-02 16:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,16,4,21600.0,0,34,0.0,0.0,2.0
663,16,2024-02-02 17:32:00,224.135.105.117,France,Paris,Edge,success,0,normal,17,4,3600.0,0,35,0.0,0.0,1.0
664,16,2024-02-03 01:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,1,5,28800.0,0,36,0.0,0.0,0.0
665,16,2024-02-03 13:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,13,5,43200.0,0,37,0.0,0.0,0.0
666,16,2024-02-03 21:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,21,5,28800.0,0,38,0.0,0.0,0.0
667,16,2024-02-04 03:32:00,224.135.105.117,France,Paris,Firefox,success,0,normal,3,6,21600.0,0,39,0.0,0.0,0.0
668,17,2024-01-16 04:00:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,4,1,0.0,1,0,0.0,0.0,1.0
669,17,2024-01-16 08:26:00,228.26.111.57,USA,New York,Safari,success,1,impossible_travel,8,1,15960.0,0,0,6385.003586143813,1440.2263728143937,1.0
670,17,2024-01-16 12:26:00,228.26.111.57,Germany,Munich,Safari,success,0,normal,12,1,14400.0,0,0,6488.6489006765105,1622.1622251691276,1.0
671,17,2024-01-16 13:26:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,13,1,3600.0,0,1,504.4153314003779,504.4153314003779,1.0
672,17,2024-01-16 19:26:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,19,1,21600.0,0,2,0.0,0.0,1.0
673,17,2024-01-16 23:26:00,228.26.111.57,USA,New York,Safari,success,1,rare_location,23,1,14400.0,0,1,6385.003586143813,1596.2508965359532,0.0
674,17,2024-01-17 04:26:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,4,2,18000.0,0,3,6385.003586143813,1277.0007172287626,0.0
675,17,2024-01-17 08:26:00,154.82.35.79,Germany,Berlin,Safari,success,0,normal,8,2,14400.0,0,4,0.0,0.0,1.0
676,17,2024-01-17 16:26:00,228.26.111.57,Germany,Berlin,Edge,success,0,normal,16,2,28800.0,1,5,0.0,0.0,2.0
677,17,2024-01-17 17:26:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,17,2,3600.0,0,6,0.0,0.0,2.0
678,17,2024-01-18 02:26:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,2,3,32400.0,0,7,0.0,0.0,2.0
679,17,2024-01-18 07:26:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,7,3,18000.0,0,8,0.0,0.0,2.0
680,17,2024-01-18 10:26:00,228.26.111.57,Germany,Berlin,Edge,success,0,normal,10,3,10800.0,0,9,0.0,0.0,1.0
681,17,2024-01-18 19:26:00,228.26.111.57,France,Paris,Firefox,success,0,normal,19,3,32400.0,1,0,877.4633259175432,97.49592510194924,0.0
682,17,2024-01-18 21:26:00,211.188.29.136,Germany,Berlin,Safari,success,0,normal,21,3,7200.0,0,10,877.4633259175432,438.7316629587716,1.0
683,17,2024-01-19 07:11:00,228.26.111.57,USA,New York,Safari,success,1,impossible_travel,7,4,35100.0,0,2,6385.003586143813,654.8721626814167,2.0
684,17,2024-01-19 16:11:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,16,4,32400.0,0,11,6385.003586143813,709.4448429048681,2.0
685,17,2024-01-19 20:11:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,20,4,14400.0,0,12,0.0,0.0,2.0
686,17,2024-01-20 07:11:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,7,5,39600.0,0,13,0.0,0.0,2.0
687,17,2024-01-20 10:11:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,10,5,10800.0,0,14,0.0,0.0,1.0
688,17,2024-01-20 16:11:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,16,5,21600.0,0,15,0.0,0.0,0.0
689,17,2024-01-21 03:11:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,3,6,39600.0,0,16,0.0,0.0,0.0
690,17,2024-01-21 12:11:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,12,6,32400.0,0,17,0.0,0.0,0.0
691,17,2024-01-22 00:16:00,5.69.154.3,Germany,Berlin,Safari,success,1,rapid_ip_switching,0,0,43500.0,0,18,0.0,0.0,1.0
692,17,2024-01-22 00:19:00,253.113.109.161,Germany,Berlin,Safari,success,1,rapid_ip_switching,0,0,180.0,0,19,0.0,0.0,2.0
693,17,2024-01-22 00:20:00,198.141.79.48,Germany,Berlin,Safari,success,1,rapid_ip_switching,0,0,60.0,0,20,0.0,0.0,3.0
694,17,2024-01-22 00:20:00,10.235.182.79,Germany,Berlin,Safari,success,1,rapid_ip_switching,0,0,0.0,0,21,0.0,0.0,4.0
695,17,2024-01-22 03:20:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,3,0,10800.0,0,22,0.0,0.0,5.0
696,17,2024-01-22 13:20:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,13,0,36000.0,0,23,0.0,0.0,4.0
697,17,2024-01-22 16:20:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,16,0,10800.0,0,24,0.0,0.0,3.0
698,17,2024-01-23 03:20:00,86.178.222.213,Germany,Berlin,Chrome,success,0,normal,3,1,39600.0,1,25,0.0,0.0,3.0
699,17,2024-01-23 05:20:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,5,1,7200.0,0,26,0.0,0.0,3.0
700,17,2024-01-23 16:20:00,228.26.111.57,Japan,Tokyo,Safari,success,0,normal,16,1,39600.0,0,0,8916.10575288752,810.5550684443201,2.0
701,17,2024-01-23 19:20:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,19,1,10800.0,0,27,8916.10575288752,2972.035250962507,2.0
702,17,2024-01-24 04:20:00,228.26.111.57,Germany,Berlin,Safari,success,0,normal,4,2,32400.0,0,28,0.0,0.0,2.0
